Rating,Datadate,Content,BOW,Sentiment Score
1,28/9/2020,The switch is great. Walmart is total garbage. Go elsewhere and stop supporting this immoral corporation,"Counter({'switch': 1, 'great': 1, 'walmart': 1, 'total': 1, 'garbage': 1, 'go': 1, 'elsewhere': 1, 'stop': 1, 'supporting': 1, 'immoral': 1, 'corporation': 1})",0.35
3,28/9/2020,There isn't much instructions that come with each game that explain in more detail about how to use the controllers. It gets a little confusing about which buttons does what function for each game. The games themselves are interesting though.,"Counter({'game': 3, 'much': 1, 'instruction': 1, 'come': 1, 'explain': 1, 'detail': 1, 'use': 1, 'controller': 1, 'get': 1, 'little': 1, 'confusing': 1, 'button': 1, 'function': 1, 'interesting': 1, 'though': 1})",-0.0125
5,28/9/2020,"I chose to have some fun while at home, now that the kids are all grown and I have some time.  I chose Nintendo because it had a lot more non-violent/non-violent games than Ps4 - (love love Yonder, trying Zelda next). I bought the Switch.  It's FUN!  Super easy to hook up and get started. It's portable, it takes up very little space, it can be handheld like a tablet, it can be used for actual workouts!!, it can hook up to the tv and be multi-functional there too. It's easily adaptive to solo or multi-players in ways I have yet to explore. -  I am loving Yonder, will try Zelda next. Great fun!","Counter({'fun': 3, 'chose': 2, 'love': 2, 'yonder': 2, 'zelda': 2, 'next': 2, 'hook': 2, 'home': 1, 'kid': 1, 'grown': 1, 'time': 1, 'nintendo': 1, 'lot': 1, 'game': 1, 'trying': 1, 'bought': 1, 'switch': 1, 'super': 1, 'easy': 1, 'get': 1, 'started': 1, 'portable': 1, 'take': 1, 'little': 1, 'space': 1, 'handheld': 1, 'like': 1, 'tablet': 1, 'used': 1, 'actual': 1, 'workout': 1, 'tv': 1, 'easily': 1, 'adaptive': 1, 'solo': 1, 'way': 1, 'yet': 1, 'explore': 1, 'loving': 1, 'try': 1, 'great': 1})",0.327083333
5,28/9/2020,"SUCH a good family game system. Great combination of portability, indie games through the shop, and of course excellent 1st-party Nintendo games. It's really the full package.","Counter({'game': 3, 'good': 1, 'family': 1, 'system': 1, 'great': 1, 'combination': 1, 'portability': 1, 'indie': 1, 'shop': 1, 'course': 1, 'excellent': 1, 'nintendo': 1, 'really': 1, 'full': 1, 'package': 1})",0.33125
5,29/9/2020,Brand new. Arrived very well packaged. Arrived a full week before it was scheduled to!!,"Counter({'arrived': 2, 'brand': 1, 'new': 1, 'well': 1, 'packaged': 1, 'full': 1, 'week': 1, 'scheduled': 1})",0.294412879
5,29/9/2020,"received item as advertised ""new nintendo switch"" delivered as scheduled no issues at all. I would recommend seller","Counter({'received': 1, 'item': 1, 'advertised': 1, 'new': 1, 'nintendo': 1, 'switch': 1, 'delivered': 1, 'scheduled': 1, 'issue': 1, 'would': 1, 'recommend': 1, 'seller': 1})",0.136363636
4,29/9/2020,"Its a great system! My only complaint is controller drift. I thought that Nintendo had fixed this problem, apparently not.","Counter({'great': 1, 'system': 1, 'complaint': 1, 'controller': 1, 'drift': 1, 'thought': 1, 'nintendo': 1, 'fixed': 1, 'problem': 1, 'apparently': 1})",0.155
5,29/9/2020,"Ordered this for my son's birthday! It came sooner than expected! Walmart was the only place that had it in stock at the time, what a life saver!","Counter({'ordered': 1, 'son': 1, 'birthday': 1, 'came': 1, 'sooner': 1, 'expected': 1, 'walmart': 1, 'place': 1, 'stock': 1, 'time': 1, 'life': 1, 'saver': 1})",-0.0625
5,29/9/2020,"awesome my kids love it so much we bought 2 more for the kids. That way they can play without waiting on the other to finish. They love Heave go, Fortnite and Animal crossing. Give it a 5 star because I love hearing the kids have fun. Its compact with easy to hold controllers. Great price too.","Counter({'kid': 3, 'love': 3, 'awesome': 1, 'much': 1, 'bought': 1, 'way': 1, 'play': 1, 'without': 1, 'waiting': 1, 'finish': 1, 'heave': 1, 'go': 1, 'fortnite': 1, 'animal': 1, 'crossing': 1, 'give': 1, 'star': 1, 'hearing': 1, 'fun': 1, 'compact': 1, 'easy': 1, 'hold': 1, 'controller': 1, 'great': 1, 'price': 1})",0.460833333
5,30/9/2020,One of the few places that have this in stock! Ordered it on line and receive it in 2 days! Much quicker than Amazon! And at a lower price.,"Counter({'one': 1, 'place': 1, 'stock': 1, 'ordered': 1, 'line': 1, 'receive': 1, 'day': 1, 'much': 1, 'quicker': 1, 'amazon': 1, 'lower': 1, 'price': 1})",-0.03125
5,30/9/2020,"Endless entertainment. If you are considering purchasing, I recommend going for it! Package came securely wrapped and in perfect condition. We have not been able to put it down - great for single player and multi player alike.","Counter({'player': 2, 'endless': 1, 'entertainment': 1, 'considering': 1, 'purchasing': 1, 'recommend': 1, 'going': 1, 'package': 1, 'came': 1, 'securely': 1, 'wrapped': 1, 'perfect': 1, 'condition': 1, 'able': 1, 'put': 1, 'great': 1, 'single': 1, 'multi': 1, 'alike': 1})",0.330966553
3,30/9/2020,Price is too high,"Counter({'price': 1, 'high': 1})",0.16
5,30/9/2020,"I can't make heads or tails of this thing and beyond plugging it in, can do little with it. Fortunately for me I have a 12 year old who is willing to pilot the device. He and his friends enjoy it very much. The graphics, I am told, are excellent, the game play appears to evoke much smiling and excitement, and on long car rides, ""are we there yet?"" has been replaced with soothing silence. Highly recommend this device.","Counter({'device': 2, 'much': 2, 'ca': 1, 'make': 1, 'head': 1, 'tail': 1, 'thing': 1, 'beyond': 1, 'plugging': 1, 'little': 1, 'fortunately': 1, 'year': 1, 'old': 1, 'willing': 1, 'pilot': 1, 'friend': 1, 'enjoy': 1, 'graphic': 1, 'told': 1, 'excellent': 1, 'game': 1, 'play': 1, 'appears': 1, 'evoke': 1, 'smiling': 1, 'excitement': 1, 'long': 1, 'car': 1, 'ride': 1, 'yet': 1, 'replaced': 1, 'soothing': 1, 'silence': 1, 'highly': 1, 'recommend': 1})",0.193863636
1,1/10/2020,Wasn't clear on what version. Box is for new I received old.,"Counter({'clear': 1, 'version': 1, 'box': 1, 'new': 1, 'received': 1, 'old': 1})",0.112121212
4,1/10/2020,"love it!! although it did not come with the sd card, i still love my switch. obviously its not usually priced at $400 but i get it, everybody wants one. i only gave it 4 stars because of the fact it didnt come with the sd card. but i still love it!!","Counter({'love': 3, 'come': 2, 'sd': 2, 'card': 2, 'still': 2, 'although': 1, 'switch': 1, 'obviously': 1, 'usually': 1, 'priced': 1, 'get': 1, 'everybody': 1, 'want': 1, 'one': 1, 'gave': 1, 'star': 1, 'fact': 1, 'didnt': 1})",0.341071429
5,2/10/2020,"I had been waiting for this to be restocked, as I wasn't going to pay the marked up price in the $300 range when they normally are around $299. I LOVE my Nintendo Switch Lite, so I thought I'd get the original system for more options. I wasn't disappointed. Plus it lets me play games like those in the Mario series (which I haven't played in YEARS) and Just Dance, which I LOVE for multiple reasons. A item. Only complaint is minor, as I had a bit of a delay in delivery and then we had Hurricane Laura which delayed me using it.","Counter({'love': 2, 'waiting': 1, 'restocked': 1, 'going': 1, 'pay': 1, 'marked': 1, 'price': 1, 'range': 1, 'normally': 1, 'around': 1, 'nintendo': 1, 'switch': 1, 'lite': 1, 'thought': 1, 'get': 1, 'original': 1, 'system': 1, 'option': 1, 'disappointed': 1, 'plus': 1, 'let': 1, 'play': 1, 'game': 1, 'like': 1, 'mario': 1, 'series': 1, 'played': 1, 'year': 1, 'dance': 1, 'multiple': 1, 'reason': 1, 'item': 1, 'complaint': 1, 'minor': 1, 'bit': 1, 'delay': 1, 'delivery': 1, 'hurricane': 1, 'laura': 1, 'delayed': 1, 'using': 1})",0.093181818
5,2/10/2020,Switch works great and Walmart's delivery was fast and secure. Am so glad I was finally able to get my hands on one for retail price. Recommend anyone to order online from here.,"Counter({'switch': 1, 'work': 1, 'great': 1, 'walmart': 1, 'delivery': 1, 'fast': 1, 'secure': 1, 'glad': 1, 'finally': 1, 'able': 1, 'get': 1, 'hand': 1, 'one': 1, 'retail': 1, 'price': 1, 'recommend': 1, 'anyone': 1, 'order': 1, 'online': 1})",0.48
5,2/10/2020,Item was received intact and good condition.,"Counter({'item': 1, 'received': 1, 'intact': 1, 'good': 1, 'condition': 1})",0.7
5,2/10/2020,Good console for everyone. A lot of games for kids and family fun,"Counter({'good': 1, 'console': 1, 'everyone': 1, 'lot': 1, 'game': 1, 'kid': 1, 'family': 1, 'fun': 1})",0.5
5,3/10/2020,"only disliked about the description was the extra memory card didn’t come with it. you’ll have to message the seller to ask them for a refund or to ship it back to you. but overall everything works prefect. i haven’t encounter any problem yet, hoping for none since i didn’t get any protection plan. i had it for almost a week now!","Counter({'disliked': 1, 'description': 1, 'extra': 1, 'memory': 1, 'card': 1, 'come': 1, 'message': 1, 'seller': 1, 'ask': 1, 'refund': 1, 'ship': 1, 'back': 1, 'overall': 1, 'everything': 1, 'work': 1, 'prefect': 1, 'encounter': 1, 'problem': 1, 'yet': 1, 'hoping': 1, 'none': 1, 'since': 1, 'get': 1, 'protection': 1, 'plan': 1, 'almost': 1, 'week': 1})",-0.04
5,4/10/2020,"Your browser does not support HTML5 video. Exactly what I wanted, though overpriced. Has excellent battery life, came with all the accessories mentioned, and shipping was quick. This is a legit Nintendo Switch but priced to market value instead of actual value. My husband was very happy to receive this and has had no issues with the function of the device.","Counter({'value': 2, 'browser': 1, 'support': 1, 'video': 1, 'exactly': 1, 'wanted': 1, 'though': 1, 'overpriced': 1, 'excellent': 1, 'battery': 1, 'life': 1, 'came': 1, 'accessory': 1, 'mentioned': 1, 'shipping': 1, 'quick': 1, 'legit': 1, 'nintendo': 1, 'switch': 1, 'priced': 1, 'market': 1, 'instead': 1, 'actual': 1, 'husband': 1, 'happy': 1, 'receive': 1, 'issue': 1, 'function': 1, 'device': 1})",0.516666667
5,5/10/2020,I can't believe how technology has changed. But you wouldn't believe the sheer joy that this brought my son. It was worth every cent . No more tiny screen mobile devices.,"Counter({'believe': 2, 'ca': 1, 'technology': 1, 'changed': 1, 'would': 1, 'sheer': 1, 'joy': 1, 'brought': 1, 'son': 1, 'worth': 1, 'every': 1, 'cent': 1, 'tiny': 1, 'screen': 1, 'mobile': 1, 'device': 1})",0.17
5,5/10/2020,"Nintendo has done a great job creating a unique platform. It's great to see reinventions of old games along with many new creations. The games are a bit pricey, but that's how all game platforms are. This is sure to bring hours of entertainment.","Counter({'game': 3, 'great': 2, 'platform': 2, 'nintendo': 1, 'done': 1, 'job': 1, 'creating': 1, 'unique': 1, 'see': 1, 'reinventions': 1, 'old': 1, 'along': 1, 'many': 1, 'new': 1, 'creation': 1, 'bit': 1, 'pricey': 1, 'sure': 1, 'bring': 1, 'hour': 1, 'entertainment': 1})",0.351420455
4,6/10/2020,It does not come with a game. There is not enough space to download games so make sure to buy the sandisk card meant for Nintendo switch. Do not buy a 1 terabyte it will destroy your game.,"Counter({'game': 3, 'buy': 2, 'come': 1, 'enough': 1, 'space': 1, 'download': 1, 'make': 1, 'sure': 1, 'sandisk': 1, 'card': 1, 'meant': 1, 'nintendo': 1, 'switch': 1, 'terabyte': 1, 'destroy': 1})",-0.1
5,6/10/2020,"Bought this for my son and the way he is enjoying it, I must say it is value for money!  Threaten to take it away from him and he gets on his best behavior.  Lol","Counter({'bought': 1, 'son': 1, 'way': 1, 'enjoying': 1, 'must': 1, 'say': 1, 'value': 1, 'money': 1, 'threaten': 1, 'take': 1, 'away': 1, 'get': 1, 'best': 1, 'behavior': 1, 'lol': 1})",0.808333333
3,6/10/2020,Great product! My daughter loves it! However after 1 day of use it would not charge. We are exchanging and hopefully will be able to enjoy it once again. Great value if it will charge!!,"Counter({'great': 2, 'charge': 2, 'product': 1, 'daughter': 1, 'love': 1, 'however': 1, 'day': 1, 'use': 1, 'would': 1, 'exchanging': 1, 'hopefully': 1, 'able': 1, 'enjoy': 1, 'value': 1})",0.725
5,6/10/2020,Mas costoso que en Best Buy pero buen juguete,"Counter({'ma': 1, 'costoso': 1, 'que': 1, 'en': 1, 'best': 1, 'buy': 1, 'pero': 1, 'buen': 1, 'juguete': 1})",1
5,7/10/2020,Great console for both on the go and stationary use. I can keep it plugged in with the dock to my tv or take it on the go without being too worried about battery life.,"Counter({'go': 2, 'great': 1, 'console': 1, 'stationary': 1, 'use': 1, 'keep': 1, 'plugged': 1, 'dock': 1, 'tv': 1, 'take': 1, 'without': 1, 'worried': 1, 'battery': 1, 'life': 1})",0.8
5,7/10/2020,Great nintendo system love it got it for the wife but the whole family loves it,"Counter({'love': 2, 'great': 1, 'nintendo': 1, 'system': 1, 'got': 1, 'wife': 1, 'whole': 1, 'family': 1})",0.5
2,7/10/2020,Is this a new switch or refurbished,"Counter({'new': 1, 'switch': 1, 'refurbished': 1})",0.136363636
1,8/10/2020,"I was so excited to see these back in stock. I ordered it without hesitation. Then after going to Walmart and seeing that they were in stock there also I purchased it for $100 cheaper, I understand Walmart collabs with companies but that is ridiculous, I sent it back. But the Swith itself is great. Just becareful on prices.","Counter({'back': 2, 'stock': 2, 'walmart': 2, 'excited': 1, 'see': 1, 'ordered': 1, 'without': 1, 'hesitation': 1, 'going': 1, 'seeing': 1, 'also': 1, 'purchased': 1, 'cheaper': 1, 'understand': 1, 'collabs': 1, 'company': 1, 'ridiculous': 1, 'sent': 1, 'swith': 1, 'great': 1, 'becareful': 1, 'price': 1})",0.168333333
4,8/10/2020,"Quick shipping, well packed. The console is easy to setup and use and fun to play. Games are pricey, but I expected that. There are some ""bargain"" games available, so you could get hours of gaming pretty cheap if you wanted, but if you want to play the big name games (Kart, Party, Smash Bros, Animal Crossing, Zelda, etc.), you gotta shell out $60 a game. What really ticked me off was the $5 a month charge to play online. I bought the console for playing with my family remotely, since, thanks to COVID, we don't see each other often, so I pretty much had to pay the reoccurring charge for this service. Considering the price of the console, then the games, then extra controllers, etc etc this extra charge is ridiculous. After buying just two games, I'm $420 into this console already, now I have to pay $60 a year? I knocked off a star for that.","Counter({'game': 6, 'console': 4, 'play': 3, 'etc': 3, 'charge': 3, 'pretty': 2, 'pay': 2, 'extra': 2, 'quick': 1, 'shipping': 1, 'well': 1, 'packed': 1, 'easy': 1, 'setup': 1, 'use': 1, 'fun': 1, 'pricey': 1, 'expected': 1, 'bargain': 1, 'available': 1, 'could': 1, 'get': 1, 'hour': 1, 'gaming': 1, 'cheap': 1, 'wanted': 1, 'want': 1, 'big': 1, 'name': 1, 'kart': 1, 'party': 1, 'smash': 1, 'bros': 1, 'animal': 1, 'crossing': 1, 'zelda': 1, 'got': 1, 'ta': 1, 'shell': 1, 'really': 1, 'ticked': 1, 'month': 1, 'online': 1, 'bought': 1, 'playing': 1, 'family': 1, 'remotely': 1, 'since': 1, 'thanks': 1, 'covid': 1, 'see': 1, 'often': 1, 'much': 1, 'reoccurring': 1, 'service': 1, 'considering': 1, 'price': 1, 'controller': 1, 'ridiculous': 1, 'buying': 1, 'two': 1, 'already': 1, 'year': 1, 'knocked': 1, 'star': 1})",0.106018519
4,9/10/2020,Great item. Came with everything but did not feel brand new. Felt like packaging was for refurbished item,"Counter({'item': 2, 'great': 1, 'came': 1, 'everything': 1, 'feel': 1, 'brand': 1, 'new': 1, 'felt': 1, 'like': 1, 'packaging': 1, 'refurbished': 1})",0.468181818
3,9/10/2020,"I was hesitant to purchase due to fear of it not being authentic but it was. It is version 2 & DID NOT come with a memory card, I believe it just means the BUILT-IN STORAGE. Everything looks brand new and is packaged well. Very pleased it came in 2 days, instead of a week as it was estimated with free shipping. Very pleased, but will be returning due to being way overpriced, and the Nintendo store is set to have more in stock soon.","Counter({'due': 2, 'pleased': 2, 'hesitant': 1, 'purchase': 1, 'fear': 1, 'authentic': 1, 'version': 1, 'come': 1, 'memory': 1, 'card': 1, 'believe': 1, 'mean': 1, 'storage': 1, 'everything': 1, 'look': 1, 'brand': 1, 'new': 1, 'packaged': 1, 'well': 1, 'came': 1, 'day': 1, 'instead': 1, 'week': 1, 'estimated': 1, 'free': 1, 'shipping': 1, 'returning': 1, 'way': 1, 'overpriced': 1, 'nintendo': 1, 'store': 1, 'set': 1, 'stock': 1, 'soon': 1})",0.323295455
5,9/10/2020,"Nice console for children As an adult, I would not buy it for myself as most games are pretty primitive. But kids love it. I love them loving it because they don't sit in one place but rather constantly moving","Counter({'love': 2, 'nice': 1, 'console': 1, 'child': 1, 'adult': 1, 'would': 1, 'buy': 1, 'game': 1, 'pretty': 1, 'primitive': 1, 'kid': 1, 'loving': 1, 'sit': 1, 'one': 1, 'place': 1, 'rather': 1, 'constantly': 1, 'moving': 1})",0.38125
5,10/10/2020,I love the Switch. This is my second one. First one still works. I just wanted two. Great game system. I thought the screen would be too small to enjoy playing games on...I was wrong.,"Counter({'one': 2, 'game': 2, 'love': 1, 'switch': 1, 'second': 1, 'first': 1, 'still': 1, 'work': 1, 'wanted': 1, 'two': 1, 'great': 1, 'system': 1, 'thought': 1, 'screen': 1, 'would': 1, 'small': 1, 'enjoy': 1, 'playing': 1, 'wrong': 1})",0.1
4,11/10/2020,"Battery life amazing, value for money will be playing for years. It’s perfect and I usually hate everything.","Counter({'battery': 1, 'life': 1, 'amazing': 1, 'value': 1, 'money': 1, 'playing': 1, 'year': 1, 'perfect': 1, 'usually': 1, 'hate': 1, 'everything': 1})",0.266666667
5,12/10/2020,Actuallly was a great pirchase and in so glade i bought mine when i did. The prices have gone so far up. So great purchase i really recommend this buy. Received it fast and in perfect condition.,"Counter({'great': 2, 'actuallly': 1, 'pirchase': 1, 'glade': 1, 'bought': 1, 'mine': 1, 'price': 1, 'gone': 1, 'far': 1, 'purchase': 1, 'really': 1, 'recommend': 1, 'buy': 1, 'received': 1, 'fast': 1, 'perfect': 1, 'condition': 1})",0.516666667
5,13/10/2020,bought for my sons 10th birthday. this was literally the only supplier whom did have it ... my son loves it. i also enjoy playing with him we're stuck on super smash bros. 😊,"Counter({'son': 2, 'bought': 1, 'birthday': 1, 'literally': 1, 'supplier': 1, 'love': 1, 'also': 1, 'enjoy': 1, 'playing': 1, 'stuck': 1, 'super': 1, 'smash': 1})",0.244444444
5,14/10/2020,"very fun games, but the screen is not as good or sharp as the xbox nor ps4, owell nintendo is nintendo, their games are fun and family friendly. very solid system.","Counter({'fun': 2, 'game': 2, 'nintendo': 2, 'screen': 1, 'good': 1, 'sharp': 1, 'xbox': 1, 'owell': 1, 'family': 1, 'friendly': 1, 'solid': 1, 'system': 1})",0.273333333
5,17/10/2020,"My girlfriend had wanted one of these for a very long time, and I noticed all the amazon switches were sold with a UK version of the AC adapter, so I looked on walmart. I was a bit worried that the package wouldn't be handled carefully given the other reviews, but when I got it within 2 days I was really happy. Fully functional, no issues, super fast delivery. Very happy overall","Counter({'happy': 2, 'girlfriend': 1, 'wanted': 1, 'one': 1, 'long': 1, 'time': 1, 'noticed': 1, 'amazon': 1, 'switch': 1, 'sold': 1, 'uk': 1, 'version': 1, 'ac': 1, 'adapter': 1, 'looked': 1, 'walmart': 1, 'bit': 1, 'worried': 1, 'package': 1, 'would': 1, 'handled': 1, 'carefully': 1, 'given': 1, 'review': 1, 'got': 1, 'within': 1, 'day': 1, 'really': 1, 'fully': 1, 'functional': 1, 'issue': 1, 'super': 1, 'fast': 1, 'delivery': 1, 'overall': 1})",0.255416667
5,17/10/2020,Exactly what I ordered! Also got delivered a day earlier than expected.,"Counter({'exactly': 1, 'ordered': 1, 'also': 1, 'got': 1, 'delivered': 1, 'day': 1, 'earlier': 1, 'expected': 1})",0.070833333
5,18/10/2020,Great to see retailers restocking them. Becoming more and more readily available. If you want one head on down and get your switch at a fair price. Switch is an awesome console for home and on the go.,"Counter({'switch': 2, 'great': 1, 'see': 1, 'retailer': 1, 'restocking': 1, 'becoming': 1, 'readily': 1, 'available': 1, 'want': 1, 'one': 1, 'head': 1, 'get': 1, 'fair': 1, 'price': 1, 'awesome': 1, 'console': 1, 'home': 1, 'go': 1})",0.524305556
5,19/10/2020,"Overall the product came in great, had it for about a month now and I still have no problems","Counter({'overall': 1, 'product': 1, 'came': 1, 'great': 1, 'month': 1, 'still': 1, 'problem': 1})",0.4
1,20/10/2020,It was broken when it arrived have had it charging for 3 hours now still will not power up at all screen has scratches in it looks refurbished supposed to be new very disappointed as it was a gift for my daughter..pretty devastated as a dad who promised his baby girl this...now the company I guess Wal-Mart went through to get this is making it difficult to return,"Counter({'broken': 1, 'arrived': 1, 'charging': 1, 'hour': 1, 'still': 1, 'power': 1, 'screen': 1, 'scratch': 1, 'look': 1, 'refurbished': 1, 'supposed': 1, 'new': 1, 'disappointed': 1, 'gift': 1, 'daughter': 1, 'pretty': 1, 'devastated': 1, 'dad': 1, 'promised': 1, 'baby': 1, 'girl': 1, 'company': 1, 'guess': 1, 'went': 1, 'get': 1, 'making': 1, 'difficult': 1, 'return': 1})",-0.434659091
4,20/10/2020,"Not only is this more expensive than MSRP, which is fair considering a shortage and the fact everyone wants one, but the main issue is that this is supposed to include a 32 gb memory card. It did not, and looking at other reviews, many people have had the same issue. Edit: update, the seller responded to my message, and said they would send the memory card. They were extremely apologetic, so it seems to have been an error of some sort. Will update review and rating again once I receive the memory card. Edit #2: Memory card was delivered, 32 gb micro that was the correct type. Updated to 4 stars, as while issues were corrected, there were still issues. Otherwise, everything works great and would recommend. Just make sure everything is in order when you receive your items.","Counter({'issue': 4, 'memory': 4, 'card': 4, 'gb': 2, 'review': 2, 'edit': 2, 'update': 2, 'would': 2, 'receive': 2, 'everything': 2, 'expensive': 1, 'msrp': 1, 'fair': 1, 'considering': 1, 'shortage': 1, 'fact': 1, 'everyone': 1, 'want': 1, 'one': 1, 'main': 1, 'supposed': 1, 'include': 1, 'looking': 1, 'many': 1, 'people': 1, 'seller': 1, 'responded': 1, 'message': 1, 'said': 1, 'send': 1, 'extremely': 1, 'apologetic': 1, 'seems': 1, 'error': 1, 'sort': 1, 'rating': 1, 'delivered': 1, 'micro': 1, 'correct': 1, 'type': 1, 'updated': 1, 'star': 1, 'corrected': 1, 'still': 1, 'otherwise': 1, 'work': 1, 'great': 1, 'recommend': 1, 'make': 1, 'sure': 1, 'order': 1, 'item': 1})",0.218055556
4,21/10/2020,"This is a real switch, It comes in the updated red box. The box included everything but the sd card. I recommend getting a sandisk or samsung card because the 32 gb of internal storage will not be enough.","Counter({'box': 2, 'card': 2, 'real': 1, 'switch': 1, 'come': 1, 'updated': 1, 'red': 1, 'included': 1, 'everything': 1, 'sd': 1, 'recommend': 1, 'getting': 1, 'sandisk': 1, 'samsung': 1, 'gb': 1, 'internal': 1, 'storage': 1, 'enough': 1})",0.05
5,21/10/2020,It's really a good game for my little brother. But one tiny problem. Does it has to have a 32G SD card? When I open it it got everything but except the SD card. And I don't know if I should contact the owner and tell him. My parents or my brother doesn't know it but if they do. They will be mad.,"Counter({'brother': 2, 'sd': 2, 'card': 2, 'know': 2, 'really': 1, 'good': 1, 'game': 1, 'little': 1, 'one': 1, 'tiny': 1, 'problem': 1, 'open': 1, 'got': 1, 'everything': 1, 'except': 1, 'contact': 1, 'owner': 1, 'tell': 1, 'parent': 1, 'mad': 1})",-0.085416667
5,21/10/2020,This is a Xmas gift so I only Checked to make sure that nothing was damaged My grandchildren already have one and love it,"Counter({'xmas': 1, 'gift': 1, 'checked': 1, 'make': 1, 'sure': 1, 'nothing': 1, 'damaged': 1, 'grandchild': 1, 'already': 1, 'one': 1, 'love': 1})",0.333333333
4,21/10/2020,My kids love it and having non stop fun. My younger one is juz 5 years old and she is able to learn quickly . GREAT PRODUCT,"Counter({'kid': 1, 'love': 1, 'non': 1, 'stop': 1, 'fun': 1, 'younger': 1, 'one': 1, 'juz': 1, 'year': 1, 'old': 1, 'able': 1, 'learn': 1, 'quickly': 1, 'great': 1, 'product': 1})",0.366666667
1,21/10/2020,I didn't have it for too long and it's already having problems not charging,"Counter({'long': 1, 'already': 1, 'problem': 1, 'charging': 1})",-0.05
1,21/10/2020,"This product was advertised as BRAND NEW, but the box was clearly opened. Pretty lame for something marked up as high as it is.","Counter({'product': 1, 'advertised': 1, 'brand': 1, 'new': 1, 'box': 1, 'clearly': 1, 'opened': 1, 'pretty': 1, 'lame': 1, 'something': 1, 'marked': 1, 'high': 1})",0.041060606
5,21/10/2020,"Bought this for my son. Loves it. Good battery life, able to play with several people.","Counter({'bought': 1, 'son': 1, 'love': 1, 'good': 1, 'battery': 1, 'life': 1, 'able': 1, 'play': 1, 'several': 1, 'people': 1})",0.4
5,21/10/2020,It's really a good game for my little brother. But one tiny problem. Does it has to have a 32G SD card? When I open it it got everything but except the SD card. And I don't know if I should contact the owner and tell him. My parents or my brother doesn't know it but if they do. They will be mad.,"Counter({'brother': 2, 'sd': 2, 'card': 2, 'know': 2, 'really': 1, 'good': 1, 'game': 1, 'little': 1, 'one': 1, 'tiny': 1, 'problem': 1, 'open': 1, 'got': 1, 'everything': 1, 'except': 1, 'contact': 1, 'owner': 1, 'tell': 1, 'parent': 1, 'mad': 1})",-0.085416667
5,22/10/2020,Very easy to set and begin playing immediately.,"Counter({'easy': 1, 'set': 1, 'begin': 1, 'playing': 1, 'immediately': 1})",0.563333333
1,22/10/2020,"they’re lucky i love my kids more than my money or else i wouldn’t support price-gougers, everything works fine though, but i also didn’t get the extra 32gb sd card as they promised","Counter({'lucky': 1, 'love': 1, 'kid': 1, 'money': 1, 'else': 1, 'support': 1, 'everything': 1, 'work': 1, 'fine': 1, 'though': 1, 'also': 1, 'get': 1, 'extra': 1, 'sd': 1, 'card': 1, 'promised': 1})",0.35
4,22/10/2020,"very fun games, but the screen is not as good or sharp as the xbox nor ps4, owell nintendo is nintendo, their games are fun and family friendly. very solid system.","Counter({'fun': 2, 'game': 2, 'nintendo': 2, 'screen': 1, 'good': 1, 'sharp': 1, 'xbox': 1, 'owell': 1, 'family': 1, 'friendly': 1, 'solid': 1, 'system': 1})",0.273333333
4,22/10/2020,i love the machine very much! it's fun to play with kids and it can install bunch of games through downloading using wifi. and the mario cart is a legend. we can play it all day.,"Counter({'play': 2, 'love': 1, 'machine': 1, 'much': 1, 'fun': 1, 'kid': 1, 'install': 1, 'bunch': 1, 'game': 1, 'downloading': 1, 'using': 1, 'wifi': 1, 'mario': 1, 'cart': 1, 'legend': 1, 'day': 1})",0.4
3,22/10/2020,Pretty large for younger smaller hands. Glorified game boy at a much higher price. It is good if you have an Extra $300 or you play games 24 /7 but I bought as a gift. I am hoping that this most expensive gift is worth it.,"Counter({'game': 2, 'gift': 2, 'pretty': 1, 'large': 1, 'younger': 1, 'smaller': 1, 'hand': 1, 'glorified': 1, 'boy': 1, 'much': 1, 'higher': 1, 'price': 1, 'good': 1, 'extra': 1, 'play': 1, 'bought': 1, 'hoping': 1, 'expensive': 1, 'worth': 1})",0.119480519
4,22/10/2020,Fun to play with family and online. Just unfortunate they don't have as many main stream games as the other consoles do.,"Counter({'fun': 1, 'play': 1, 'family': 1, 'online': 1, 'unfortunate': 1, 'many': 1, 'main': 1, 'stream': 1, 'game': 1, 'console': 1})",0.068333333
5,22/10/2020,e all love playing the switch..its fun for all ages and its portability makes it fun on the go as well,"Counter({'fun': 2, 'e': 1, 'love': 1, 'playing': 1, 'switch': 1, 'age': 1, 'portability': 1, 'make': 1, 'go': 1, 'well': 1})",0.366666667
5,22/10/2020,Much cheaper than on Amazon!,"Counter({'much': 1, 'cheaper': 1, 'amazon': 1})",0.25
