"rating","date","content","title","variant","images","verified","author","product","url"
"4.0","26-Jun-2020","The Nintendo Switch Lite works great for on-the-go gaming! When I first opened it one of the attached joy con's were drifting a little whenever I wasn't playing. After a quick calibration it's worked like a charm!","Great device!","Color: Turquoise Style: Lite Console","","Verified Purchase","Ky","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm98?ie=UTF8&pageNumber=98&reviewerType=all_reviews
"
"5.0","29-Dec-2019","It's perfect for gaming on the go. Not being able to connect to a TV is a non-issue because I would have gone with the full Switch if it was. It doesn't support bluetooth headphones, so if private gaming is required, get a decent set of wired ones.","Dedicated Portable Gaming","Color: Gray Style: Lite Console","","Verified Purchase","Jordan Love","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm98?ie=UTF8&pageNumber=98&reviewerType=all_reviews
"
"1.0","05-Feb-2020","I bought this for my grandson for xmas. It worked for only 2 months. That is PURELY UNACCEPTABLE! The money I spent on this should be working and my grandson allowing to enjoy. I DEMAND A REPLACEMENT ONE THAT WORKS LONGER THAN 2 MONTHS!!!","Does not work! Money back or replacement!","Color: Gray Style: Lite Console","","Verified Purchase","dave lemieux","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm99?ie=UTF8&pageNumber=99&reviewerType=all_reviews
"
"5.0","12-Jul-2020","I love my switch!","So much fun","Color: Turquoise Style: Lite Console","","Verified Purchase","Stephanie","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm99?ie=UTF8&pageNumber=99&reviewerType=all_reviews
"
"5.0","17-Jan-2020","Awesome juice","It’s great","Color: Gray Style: Lite Console","","Verified Purchase","Akamaru","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm99?ie=UTF8&pageNumber=99&reviewerType=all_reviews
"
"1.0","26-Jan-2020","This product is nothing more than a money scam the advertisement showed this device with kids playing many difrint games. Don't be fooled it comes with no games. You can perches games of a very limited selection at a high price the good games are 60$and up","Too much money for what you get in return","Color: Gray Style: Lite Console","","Verified Purchase","Jon","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm99?ie=UTF8&pageNumber=99&reviewerType=all_reviews
"
"5.0","06-Jul-2020","IT is wonderful my daughter plays it all the time. It came fast too.","She loves it","Color: Yellow Style: Lite Console","","Verified Purchase","Kindle Customer","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm99?ie=UTF8&pageNumber=99&reviewerType=all_reviews
"
"5.0","17-Dec-2019","Fascinating Item!!!","(^..^)(^..^)","Color: Turquoise Style: Lite Console","","Verified Purchase","Gregory","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm99?ie=UTF8&pageNumber=99&reviewerType=all_reviews
"
"5.0","08-Feb-2020","This is a fun little system!","Great value","Color: Yellow Style: Lite Console","","Verified Purchase","Kt","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm99?ie=UTF8&pageNumber=99&reviewerType=all_reviews
"
"1.0","28-Jul-2020","The product was listed as brand new and the box had been previously ripped open and duct taped back shut","bad experience","Color: Gray Style: Lite Console","","Verified Purchase","Sier","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm99?ie=UTF8&pageNumber=99&reviewerType=all_reviews
"
"4.0","21-Mar-2020","Decent little system if you're using a Switch solely for hand-held play. The only downside I've had with this is the horrible connection, every device I have holds a WiFi connection, this Switch however does not regardless of how close I get to my router.","Pretty decent console for what it is","Color: Turquoise Style: Lite Console","","Verified Purchase","Angel","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm99?ie=UTF8&pageNumber=99&reviewerType=all_reviews
"
"5.0","11-Dec-2019","Good","Portable gaming goodness","Color: Turquoise Style: Lite Console","","Verified Purchase","Alphonso M. Gaston","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm99?ie=UTF8&pageNumber=99&reviewerType=all_reviews
"
"5.0","18-Dec-2019","Awesome came so fast","Love this switch","Color: Turquoise Style: Lite Console","","Verified Purchase","rebecca Williams","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm100?ie=UTF8&pageNumber=100&reviewerType=all_reviews
"
"5.0","26-Dec-2019","She’s been wanting one for awhile now and I was able to get next day delivery and have it in my hands very fast. It fits in her purse and feels very great to hold.","Christmas Gift for GF - She loves it","Color: Turquoise Style: Lite Console","","Verified Purchase","Isaiah","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm100?ie=UTF8&pageNumber=100&reviewerType=all_reviews
"
"5.0","08-Jan-2020","A nice intro to the switch for people who just want a handheld","Vary nice","Color: Gray Style: Lite Console","","Verified Purchase","rachael hazell","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm100?ie=UTF8&pageNumber=100&reviewerType=all_reviews
"
"5.0","28-Dec-2019","Love it","Great buy","Color: Turquoise Style: Lite Console","","Verified Purchase","Danielle Alexander","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm100?ie=UTF8&pageNumber=100&reviewerType=all_reviews
"
"5.0","13-Jan-2020","I bought this for my and he loves it","It was working and in one piece when arrived","Color: Turquoise Style: Lite Console","","Verified Purchase","SONIA J.","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm100?ie=UTF8&pageNumber=100&reviewerType=all_reviews
"
"1.0","18-May-2020","After having this device, the voice chat stop working and can no longer chat with other players, the only thing I can hear is just whatever the music is playing in the game. Didn't even have this device that long. Will be getting a refund.","Defective device","Color: Coral Style: Lite Console","","Verified Purchase","Von","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm100?ie=UTF8&pageNumber=100&reviewerType=all_reviews
"
"5.0","02-Oct-2020","Love it colors nice works great","Love it","Color: Coral Style: Lite Console","https://images-na.ssl-images-amazon.com/images/I/61Yk8loM68L._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/61b2l6Om+3L._SY88.jpg","Verified Purchase","SMD","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm100?ie=UTF8&pageNumber=100&reviewerType=all_reviews
"
"5.0","24-Feb-2020","Fun portable game system.","Perfect for on the go","Color: Gray Style: Lite Console","","Verified Purchase","NM","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm100?ie=UTF8&pageNumber=100&reviewerType=all_reviews
"
"1.0","12-Jul-2020","Very upset! My Nintendo switch died because I forgot to charge it but now it doesn't even turn on or power on! Doesnt make the power on noise, nothing!","Not happy!","Color: Gray Style: Lite Console","","Verified Purchase","Chris","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm100?ie=UTF8&pageNumber=100&reviewerType=all_reviews
"
"5.0","22-Apr-2020","Came in original box, no scratches anything, works well.","As listed","Color: Yellow Style: Lite Console","","Verified Purchase","Danielle","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm100?ie=UTF8&pageNumber=100&reviewerType=all_reviews
"
"5.0","13-Jan-2020","Perfect gift for any gamer","Great gift or for yourself","Color: Turquoise Style: Lite Console","","Verified Purchase","Mia","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm101?ie=UTF8&pageNumber=101&reviewerType=all_reviews
"
"5.0","07-Mar-2020","My daughter loves it.","Love it.","Color: Turquoise Style: Lite Console","","Verified Purchase","Daphne","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm101?ie=UTF8&pageNumber=101&reviewerType=all_reviews
"
"2.0","31-Mar-2020","Unit has a clicking sound after using it for a while.","Afraid it’s broke","Color: Gray Style: Lite Console","","Verified Purchase","Dawn Hansen","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm101?ie=UTF8&pageNumber=101&reviewerType=all_reviews
"
"5.0","31-Jan-2020","Perfect","So fun","Color: Turquoise Style: Lite Console","","Verified Purchase","JennyJo","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm101?ie=UTF8&pageNumber=101&reviewerType=all_reviews
"
"5.0","24-Feb-2020","I love the switch light, it's the ultimate on the go console, and turquoise is it's perfect compliment","Perfect for handheld gaming","Color: Turquoise Style: Lite Console","","Verified Purchase","Mitchell Isaacs","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm101?ie=UTF8&pageNumber=101&reviewerType=all_reviews
"
"1.0","11-Jul-2020","First the product arrived 2 weeks late. Now after 2 months the right back trigger button is sticking. Don't waste your money.","Unhappy customer","Color: Gray Style: Lite Console","","Verified Purchase","susan castelein","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm101?ie=UTF8&pageNumber=101&reviewerType=all_reviews
"
"5.0","24-Oct-2019","I bought a yellow one for myself and a turquoise for my sister. We love them!","Awesome!!!","Color: Yellow Style: Lite Console","https://images-na.ssl-images-amazon.com/images/I/71Uc1r3wXBL._SY88.jpg","Verified Purchase","Jazmin","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm101?ie=UTF8&pageNumber=101&reviewerType=all_reviews
"
"5.0","17-Aug-2020","Love the color.  Love everything about this one.  Got it to play Animal Crossing New Horizon with my grandkids!!!","great product","Color: Coral Style: Lite Console","","Verified Purchase","Cindy A. Jennings","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm101?ie=UTF8&pageNumber=101&reviewerType=all_reviews
"
"5.0","06-May-2020","Perfect condition","Just as expected","Color: Turquoise Style: Lite Console","","Verified Purchase","Amazon Customer","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm101?ie=UTF8&pageNumber=101&reviewerType=all_reviews
"
"5.0","28-Feb-2020","Works prefect and looks great!  Bought it for my son for Christmas, he doesn’t use it at all so it’s mine now!","Love it","Color: Turquoise Style: Lite Console","","Verified Purchase","Javier","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm101?ie=UTF8&pageNumber=101&reviewerType=all_reviews
"
"5.0","04-Apr-2020","Its a very aesthetic object and the material feels nice. I wasnt sure Id like the yellow but love it.","The yellow is v cute","Color: Yellow Style: Lite Console","","Verified Purchase","Amazon Customer","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm102?ie=UTF8&pageNumber=102&reviewerType=all_reviews
"
"5.0","10-Jan-2020","These are great quality. My children love them","Great Nintendo","Color: Yellow Style: Lite Console","","Verified Purchase","Jennifer M","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm102?ie=UTF8&pageNumber=102&reviewerType=all_reviews
"
"5.0","27-Jan-2020","My son was happy with his selection.","Delighted","Color: Yellow Style: Lite Console","","Verified Purchase","Jeanette Murphy","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm102?ie=UTF8&pageNumber=102&reviewerType=all_reviews
"
"5.0","10-Jan-2020","An awesome xmas present. Son love's it a lot.","Portable","Color: Turquoise Style: Lite Console","","Verified Purchase","sarai juarez","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm102?ie=UTF8&pageNumber=102&reviewerType=all_reviews
"
"1.0","01-Jun-2020","What I DIDN'T LIKE WAS I PAID TWICE FOR THE SWITCH LITE.  YOU TOOK MONEY 2 TIMES OFF MY CARD. 😷😔","PAID TWICE.","Color: Yellow Style: Lite Console","","Verified Purchase","CHARLES  IRVIN","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm102?ie=UTF8&pageNumber=102&reviewerType=all_reviews
"
"5.0","20-Jan-2020","My grandson loves it!! Thank You.","Love it","Color: Gray Style: Lite Console","","Verified Purchase","Bea Gurl","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm102?ie=UTF8&pageNumber=102&reviewerType=all_reviews
"
"5.0","09-May-2020","Its a whole console just portable, especially now that we are in quarantine I can play games with the fellas and just chill at home  easily. Highly recommended.","Fun AF","Color: Yellow Style: Lite Console","","Verified Purchase","LovelyLady","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm102?ie=UTF8&pageNumber=102&reviewerType=all_reviews
"
"1.0","13-Jun-2020","Product was advertised as new but arrived unsealed and obviously previously opened. This should be classified as used or opened.","Not new as advertised","Color: Coral Style: Lite Console","","Verified Purchase","Shopping addict","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm102?ie=UTF8&pageNumber=102&reviewerType=all_reviews
"
"5.0","26-Dec-2019","Great Christmas present for my four-year-old grandson","Was a hit","Color: Yellow Style: Lite Console","","Verified Purchase","Linda Press","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm102?ie=UTF8&pageNumber=102&reviewerType=all_reviews
"
"5.0","24-Jan-2020","Good.","Good.","Color: Gray Style: Lite Console","","Verified Purchase","Don","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm102?ie=UTF8&pageNumber=102&reviewerType=all_reviews
"
"2.0","09-Sep-2020","Nowhere on my order or description does it say that this Switch would come with an Asian charger instead of the American 110. Even with an adapter this is not what I wanted.","Asian charger instead of American","Color: Yellow Style: Lite Console","","Verified Purchase","Amazon Customer","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm103?ie=UTF8&pageNumber=103&reviewerType=all_reviews
"
"5.0","12-Dec-2019","Awesome toy for the season for both big and little kids!","There is a reason this is the toy of the season!","Color: Turquoise Style: Lite Console","","Verified Purchase","Andy V.","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm103?ie=UTF8&pageNumber=103&reviewerType=all_reviews
"
"5.0","05-May-2020","I received a brand new switch lite as promised with fast shipping and good service. I was able to boot it up and install games on it immediately after updating.","Happy with Switch Lite","Color: Gray Style: Lite Console","","Verified Purchase","Breeann Opp","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm103?ie=UTF8&pageNumber=103&reviewerType=all_reviews
"
"5.0","02-Jan-2020","Hermosa consola. Muy buena La duracion de la bateria no es buena, ni 3 horas dura.","Poca duracion de la bateria","Color: Yellow Style: Lite Console","","Verified Purchase","Victor","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm103?ie=UTF8&pageNumber=103&reviewerType=all_reviews
"
"4.0","22-Apr-2020","It actually came in the mail! Thought it was a scam because of the pricing/estimated arrival but I figure with the trump check I just got I would risk it and it was worth it! Came in the mail just fine and a few days earlier than expected","Expensive but worth it I guess","Color: Coral Style: Lite Console","","Verified Purchase","kayla","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm103?ie=UTF8&pageNumber=103&reviewerType=all_reviews
"
"5.0","08-Jan-2020","Daughter loves it","Game","Color: Yellow Style: Lite Console","","Verified Purchase","william a sobotka","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm103?ie=UTF8&pageNumber=103&reviewerType=all_reviews
"
"5.0","25-Jul-2020","My son loves it.","Just as described","Color: Yellow Style: Lite Console","","Verified Purchase","alejandra brito","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm103?ie=UTF8&pageNumber=103&reviewerType=all_reviews
"
"1.0","28-Feb-2020","Nintendo switch lite received, appeared to be in good condition until turned on. Flickering screen, verticle lines in the LCD screen making it impossible to read, bars across the screen with a black background. Absolutely unusable. Waste of time.","Broken Screen","Color: Turquoise Style: Lite Console","","Verified Purchase","Amazon Customer","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm103?ie=UTF8&pageNumber=103&reviewerType=all_reviews
"
"5.0","06-Jun-2020","En verdad que fue una excelente compra estoy muy satisfecho con el NintendoSwitch lite tiene el porte perfecto y lo puedo cargar a todos lados excelente calidad me gusta mucho sin duda alguna","Happy","Color: Yellow Style: Lite Console","https://images-na.ssl-images-amazon.com/images/I/7149xtRa4dL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/715lCtOhKRL._SY88.jpg","Verified Purchase","Dario Gomez","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm103?ie=UTF8&pageNumber=103&reviewerType=all_reviews
"
"5.0","01-Dec-2019","Good product","Nice quality","Color: Gray Style: w/ 128GB Memory Card","","Verified Purchase","miguel A lugo","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm103?ie=UTF8&pageNumber=103&reviewerType=all_reviews
"
"1.0","28-Jul-2020","Worked for about 4 months and won’t even turn on now!","Does not work!","Color: Yellow Style: Lite Console","","Verified Purchase","Amazon Customer","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm104?ie=UTF8&pageNumber=104&reviewerType=all_reviews
"
"5.0","09-May-2020","It’s fantastic, and my daughter plays it everyday.","Fantastic","Color: Yellow Style: Lite Console","","Verified Purchase","Derek Warden Kirkpatrick","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm104?ie=UTF8&pageNumber=104&reviewerType=all_reviews
"
"5.0","31-Mar-2020","I really love playing with this!! It’s super lite and easy to hold. Also really simple to set up!","Great size and easy to use!","Color: Yellow Style: Lite Console","","Verified Purchase","Jon A. Jones","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm104?ie=UTF8&pageNumber=104&reviewerType=all_reviews
"
"5.0","10-Jan-2020","I love the Switch Light because it’s all one unit. No pieces to lose and my children enjoy it. I like the fact that I can download games right from the device and not have to worry about going to game stop. All around great device.","Awesome","Color: Gray Style: Lite Console","","Verified Purchase","Alvin","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm104?ie=UTF8&pageNumber=104&reviewerType=all_reviews
"
"4.0","14-Feb-2020","Nice kit but the charging cable broke on the usb C end after using it for a month","Bad charging cable","Color: Gray Style: Lite Console","","Verified Purchase","Jason B","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm104?ie=UTF8&pageNumber=104&reviewerType=all_reviews
"
"5.0","17-Feb-2020","My nephews heavily used their previous Switch, this form is good for them as they are less likely to lose or break the removable hand controllers from the original.","Great new form for the switch","Color: Turquoise Style: Lite Console","","Verified Purchase","G. C.","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm104?ie=UTF8&pageNumber=104&reviewerType=all_reviews
"
"5.0","04-Oct-2020","Loved the product! It’s came just in time and it was delivered in perfect condition!","Loved it! Great packaging!","Color: Coral Style: Lite Console","","Verified Purchase","Adrianna","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm104?ie=UTF8&pageNumber=104&reviewerType=all_reviews
"
"5.0","29-Jun-2020","Came MUCH earlier then expected date and was in PERFECT CONDITION VERY PLEASED","Very pleased 💜💜","Color: Yellow Style: Lite Console","","Verified Purchase","Kechia stone","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm104?ie=UTF8&pageNumber=104&reviewerType=all_reviews
"
"5.0","04-Jul-2020","Loving my nintendo switch lite ! It’s perfect to travel with","Love it!","Color: Gray Style: Lite Console","","Verified Purchase","crystal r.","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm104?ie=UTF8&pageNumber=104&reviewerType=all_reviews
"
"5.0","20-Apr-2020","i have been wanting the switch lite for ages. just fits me more than the original switch. for someone who isn’t going to connect it to the tv just play it wherever. i am obsessed honestly.","works for me i am obsessed","Color: Gray Style: Lite Console","","Verified Purchase","Shai","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm104?ie=UTF8&pageNumber=104&reviewerType=all_reviews
"
"5.0","07-May-2020","When I say fast I mean FAST they shipped my order same day I ordered it and was in perfect condition when it got here I’m currently updating my switch but so far I’m very pleased and would recommended 10/10 : )","Wow great service","Color: Turquoise Style: Lite Console","","Verified Purchase","Bao","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm105?ie=UTF8&pageNumber=105&reviewerType=all_reviews
"
"5.0","21-Oct-2020","I got two days ago an it is Awesome  Thank you 😎😎😎😎😎🙌🙌🙌🙌🙌","My Switch lite","Color: Turquoise Style: Lite Console","","Verified Purchase","Joi Lynn Smith","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm105?ie=UTF8&pageNumber=105&reviewerType=all_reviews
"
"5.0","16-Jul-2020","Es hermosa, es práctica, fácil de transportar y sobre todo su compatibilidad con la colección de juegos de Switch.","Hermosa Consola","Color: Turquoise Style: Lite Console","","Verified Purchase","Eduard Benjumea","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm105?ie=UTF8&pageNumber=105&reviewerType=all_reviews
"
"5.0","11-Jul-2020","Got it early!!! It was perfect.  Brand new and in the coral color which was what I had been wanting.  It was so worth it!! I highly recommend these guys.  Also answered me very quickly when I had a question.","Perfect seamless package arrival and flawless product","Color: Coral Style: Lite Console","","Verified Purchase","Amazon Customer","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm105?ie=UTF8&pageNumber=105&reviewerType=all_reviews
"
"5.0","26-Jan-2020","Exactly as described","Great value","Color: Yellow Style: Lite Console","","Verified Purchase","Collin Nyeholt","Nintendo Switch Lite - Turquoise","https://www.amazon.com/Nintendo-Switch-Lite-Turquoise/product-reviews/B07V4GCFP9/ref=cm_cr_dp_d_show_all_btm105?ie=UTF8&pageNumber=105&reviewerType=all_reviews
"
