"title","content","date","variant","images","verified","author","rating","product","url"
"Don’t do it!","Do not buy from this seller. Brought Nintendo switch and card reader stopped working after first time. I returned it now I’m fighting to get a refund!","25 Aug 2020","","","Verified Purchase","Amazon Customer","1.0","Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera","https://www.amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/product-reviews/B07RGFF98S/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews
"
"unsealed box, didn't work","Probably someone else's return.  Disappointing.","29 Jul 2020","","","Verified Purchase","Patrick Braddock","1.0","Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera","https://www.amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/product-reviews/B07RGFF98S/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews
"
"not as discriped","did not come with an extra 32 sd card so false advertising.  Its against the law to false advertise.  Because only reason i bought this one was because extra sd card.  other wise would have ordered another one.  I paid and extra 15 dollars to get it.  I'm not to happy.  was a pleasant for adoption day and had games to download and not enough space for last game because no extra card.  false advertising is against the law so fix or send the sd card.","09 Aug 2020","","","Verified Purchase","Jennifer slavin","4.0","Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera","https://www.amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/product-reviews/B07RGFF98S/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews
"
"Shipped Fast!","Shipped way faster then expected. Only took like 3 days. And it's the newer model that has a longer battery life FYI. I just played Animal Crossing on about 75% brightness for over 6 hours before the battery started getting critically low.","03 Jul 2020","","","Verified Purchase","Kyle S. Cabral","5.0","Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera","https://www.amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/product-reviews/B07RGFF98S/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews
"
"Buena calidad","Llego antes dd tiempo,hasta hora funciona perfectamente llevo 2 semanas con el despues veremos si le subo la 5 estrella","10 Jun 2020","","","Verified Purchase","Adrian Valdespino","4.0","Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera","https://www.amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/product-reviews/B07RGFF98S/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews
"
"Great price and product!","It came quick and at a great price tbh. Most people are saying it is expensive but they need to understand that this product is having a shortage and may be discontinued. It has a high demand right now and I am glad I could find one. Sold out at all GameStop’s and other stores. It was my daughter’s birthday gift and she loved it. Some people are charging 500+. Thank you so much for having this product at a great price and not over abusing the market.","22 Jul 2020","","","Verified Purchase","RositaMomof6!","5.0","Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera","https://www.amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/product-reviews/B07RGFF98S/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews
"
"It's a little expensive at the time but still great console","The Nintendo Switch! You know it's good it's pretty expensive at the time but that doesn't matter. What matters is that this is Nintendo's best console for this generation and if you're stuck at home bored then play this. It has great games like Smash Ultimate, Breath of the Wild & Animal Crossing New Horizons you can even watch YouTube on here! Honestly Nintendo did an excellent job at making this console despite it being expensive right now. Definitely my 2nd favorite console and would pick this up. Although it is sold out at a lot of places look over here and if it's really desired or you just want a switch cuz well it's a switch would 100% recommend this.","01 Aug 2020","","","Verified Purchase","Rebeca Mosqueda","5.0","Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera","https://www.amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/product-reviews/B07RGFF98S/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews
"
"Love it","We love it! Lots of fun. I prefer hooking it up to the TV because I like a bigger screen but its also great for long car rides. I recommend getting a glass screen protector for it.","31 Aug 2020","","","Verified Purchase","Jessica Marie","5.0","Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera","https://www.amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/product-reviews/B07RGFF98S/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews
"
"Don’t get what you pay for","Price gouged and did not come with SD card as advertised...","22 Aug 2020","","","Verified Purchase","Christian","1.0","Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera","https://www.amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/product-reviews/B07RGFF98S/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews
"
"Great product but overly pricy","The product came MUCH faster than expected by almost a week. Product came in perfect condition. No parts were damaged or non functional. I set everything up in a matter of minutes and everything is great so far. My only concern is that the product is INSANELY expensive. Should’ve at LEAST come with some accessories for this price point","27 Sep 2020","","","Verified Purchase","sofia ostapenko","4.0","Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera","https://www.amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/product-reviews/B07RGFF98S/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews
"
"Price-Gouging, Didn’t Come With Promised SD Card","they’re lucky i love my kids more than my money or else i wouldn’t support price-gougers, everything works fine though, but i also didn’t get the extra 32gb sd card as they promised","22 Oct 2020","","","Verified Purchase","sgk","1.0","Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera","https://www.amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/product-reviews/B07RGFF98S/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews
"
"Micro SD was not included as advertised.","Waited for prices to come down a bit so I finally bought it. Finally arrived much later than advertised. And it did not come with a micro SD as advertised.","18 Aug 2020","","","Verified Purchase","Aaron Quintana","1.0","Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera","https://www.amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/product-reviews/B07RGFF98S/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews
"
"Amazing","I hate the fact that the price was raised so much but 🤷🏻‍♀️. Product is great","08 Jul 2020","","https://images-na.ssl-images-amazon.com/images/I/614CieqP07L._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/61Rkr4J6mhL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/61btsqSwXmL._SY88.jpg","Verified Purchase","briona","5.0","Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera","https://www.amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/product-reviews/B07RGFF98S/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews
"
"Supply and Demand. Great product just a higher tag.","Price was higher but we have been looking for months. We  finally caved after saving for awhile and paid the higher price tag. It was worth it. My fiance is happy. The Switch works perfectly. Thank you.","07 Jul 2020","","","Verified Purchase","KR","5.0","Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera","https://www.amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/product-reviews/B07RGFF98S/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews
"
"Great Console. Surprisingly fast arrival.","Great product. I'm a long time gamer and Nintendo lover and this console delivers. Speaking of delivery it was projected to arrive like a week+ later than I got it. I know that kinda thing varies but seeing that it was delivered yesterday was an incredibly pleasant surprise to wake up to.","14 Jul 2020","","","Verified Purchase","Tony Lorenzo","5.0","Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera","https://www.amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/product-reviews/B07RGFF98S/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews
"
"Brand New, but overpriced.","My switch came just as expected. Brand new, perfect working condition, and is the newer model in the red box. My memory card was included. I’ve been hunting for one for months so I was willing to pay more at this point, but it’s a shame the way the prices are inflated. I’ve heard of people getting scammed on amazon with switch consoles but luckily this was not the case. If you’re willing to pay more, then this is a good company to order from.","23 Jul 2020","","","Verified Purchase","Kali Wood","4.0","Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera","https://www.amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/product-reviews/B07RGFF98S/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews
"
"Loving it!","Because of the current demand had to pay over the original sticker price but still really happy with it. Came fast with a bonus memory card and adapter(?) best purchase I made in awhile. :>","23 Jun 2020","","https://images-na.ssl-images-amazon.com/images/I/71cjpYeW8VL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71zE87AR38L._SY88.jpg","Verified Purchase","Brian Friday","5.0","Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera","https://www.amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/product-reviews/B07RGFF98S/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews
"
"As Expected.","Correct Description.","09 Jun 2020","","","Verified Purchase","Chloe","5.0","Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera","https://www.amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/product-reviews/B07RGFF98S/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews
"
"Great system, but overpriced","Overpriced, however it was a gift for my daughter's birthday so I paid the exorbitant amount. For this pricing it should come with a game.","06 Jun 2020","","","Verified Purchase","K.L.","5.0","Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera","https://www.amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/product-reviews/B07RGFF98S/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews
"
"Doesn’t come with everything advertised.","The consoles are great, however, the two I ordered didn’t come with the 32 GB memory card that is advertised that it comes with. You can get these same consoles at Walmart for almost $100 less too. Talk about a scam. Only reason I ordered here was to get the extra memory cards it said it came with but never got them. Save your money and go to Walmart.","02 Sep 2020","","","Verified Purchase","Arielle Kowal","3.0","Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera","https://www.amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/product-reviews/B07RGFF98S/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews
"
"It’s expensive but worth it","I normally don’t pay this much for entertainment purposes, but it came it amazing condition, came a week early and is really easy to set up. I recommend it.","11 Jul 2020","","","Verified Purchase","Aryanna","5.0","Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera","https://www.amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/product-reviews/B07RGFF98S/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews
"
"A present for my daughter. Great buy","I can't speak on this too much personally it was a present for my daughter but she has had every console that has come out in the last 20 years and she cannot stop raving about this. From our perspective it is fantastic","02 Aug 2020","","","Verified Purchase","Rich","5.0","Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera","https://www.amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/product-reviews/B07RGFF98S/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews
"
"Definetly Worth it","My boyfriend wanted one of these soo bad so i finally decided to get it for him and let me tell you that it was the best decision i ever did we used to fight about the ps4 lol but not he plays fortnite with me from the nintendo it takes a long time before the battery dies out and everything is soo portable","02 Aug 2020","","","Verified Purchase","Alizely","5.0","Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera","https://www.amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/product-reviews/B07RGFF98S/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews
"
"dock part did not work right at all","The switch worked great but the dock for TV never did work right it was either flashing on or of with no sound or not working ended up having to buy another dock","14 Aug 2020","","","Verified Purchase","Jeremiah Nordon","1.0","Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera","https://www.amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/product-reviews/B07RGFF98S/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews
"
"Great gaming console, brand new and fast delivery!","Was delivered quickly and was exactly what we were looking for. Too bad the price is $130 more than what they originally sold for, but considering everyone wanted these during a pandemic, this was the best price I could find. I actually ordered one from another seller and they returned my money because they weren’t able to fulfill my order. I was very happy these guys were able to get the switch to me right away.","28 Jul 2020","","","Verified Purchase","Belyn","5.0","Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera","https://www.amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/product-reviews/B07RGFF98S/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews
"
"Supply and demand","Well the good news it that this looks to be the newer version. Bad news is that you pay $100+ over the regular price of 299.00 I did received the SD card which i saw lots of reviews saying they didn’t. You have to look for it since it is not just out there. They did slide it in the switch box. Over all it is what it is supply and demand. So far the switch box came previously opened and looked fairly new or refurbished? Will continue to use it and it will hopefully continue to go well","07 Aug 2020","","","Verified Purchase","Susan Bertoli","5.0","Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera","https://www.amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/product-reviews/B07RGFF98S/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews
"
"Good console but pricey","It was a little pricey. Overall a good console.","11 Sep 2020","","","Verified Purchase","Andreia Chinelati","5.0","Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera","https://www.amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/product-reviews/B07RGFF98S/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews
"
"One of the better values out there","This is probably one of the better values for the Switch out there, at least from what I've seen.  Haven't had any problems with it so far.  I haven't really taken it out of the dock yet (2020 is not the year for travel so I haven't really needed to), but it works great!","27 Aug 2020","","","Verified Purchase","MS454","5.0","Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera","https://www.amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/product-reviews/B07RGFF98S/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews
"
"Good Condition","I got my Switch and the box and contents were in new condition. Everything turned on well and worked well. I saw others said they didn’t get their SD card so I wasn’t expecting it but to my surprise it was in the box. I definitely paid more then I would have wanted. But the product was in great condition and I don’t regret making the buy.","28 Jul 2020","","https://images-na.ssl-images-amazon.com/images/I/71Bc26MuSoL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71UKLqIZOHL._SY88.jpg","Verified Purchase","Mely","5.0","Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera","https://www.amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/product-reviews/B07RGFF98S/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews
"
"Update to a former review","As soon as I am able I will remove my former negative review. They responded promptly and apologized for the mishap, as well as assuring me the missing 32GB memory card will be shipped. I was very impressed by their willingness to correct the situation, and feel much better about my purchase.","27 Aug 2020","","","Verified Purchase","D","4.0","Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera","https://www.amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/product-reviews/B07RGFF98S/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews
"
"Incorrect description","Wasn't clear on what version. Box is for new I received old.","01 Oct 2020","","","Verified Purchase","Tony","1.0","Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera","https://www.amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/product-reviews/B07RGFF98S/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews
"
"Way over priced","Works perfectly, and noossues with it at all. My only complaint, is that it is way over priced. Wish i would have just went to gamestop.com and got it there instead.","10 Aug 2020","","","Verified Purchase","LT","3.0","Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera","https://www.amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/product-reviews/B07RGFF98S/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews
"
"Thank you so much.","Even though it is expensive than you can buy at the store, it is good item and has high quality.  If you can’t find this item at the store I recommend you buy from this seller.","05 Jul 2020","","","Verified Purchase","Amazon Customer","5.0","Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera","https://www.amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/product-reviews/B07RGFF98S/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews
"
"NOT in brand new condition","This product was advertised as BRAND NEW, but the box was clearly opened. Pretty lame for something marked up as high as it is.","21 Oct 2020","","https://images-na.ssl-images-amazon.com/images/I/71HB1PYvNBL._SY88.jpg","Verified Purchase","Keri Rodrigues","1.0","Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera","https://www.amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/product-reviews/B07RGFF98S/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews
"
"Price way too high!!!!!!","Getting a 3 star from me because of the outrageous price but it came in perfect condition and my kid loves it!!!","25 Jun 2020","","","Verified Purchase","D G","3.0","Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera","https://www.amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/product-reviews/B07RGFF98S/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews
"
"Great product very fast shipping","Very happy to buy this Nintendo Switch from this seller ,2 Nintendo Switch very fast shipping everything as seller described. Thank you","18 Jun 2020","","","Verified Purchase","freddy varela","5.0","Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera","https://www.amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/product-reviews/B07RGFF98S/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews
"
"Overpriced and missing parts","Way too expensive and it was missing memory card. The memory card would at least make up for some of the overpricing. Very misleading sale.","03 Aug 2020","","","Verified Purchase","James Nguyen","2.0","Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera","https://www.amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/product-reviews/B07RGFF98S/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews
"
"Awesome gift to give you gamer geek.","I can't believe how technology has changed. But you wouldn't believe the sheer joy that this brought my son. It was worth every cent . No more tiny screen mobile devices.","05 Oct 2020","","","Verified Purchase","Tanisha Reyes","5.0","Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera","https://www.amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/product-reviews/B07RGFF98S/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews
"
"Worth It","I am aware that everyone is complaining about the price due to being able to buy it for $299 in store, but obviously it's difficult to do that when it's in such high demand, and I can understand why! The battery lasts a long time and the graphics and gameplay is great. So far I have Overwatch, Animal Crossing, and Legend of Zelda: BOTW. I'm already obsessed, honestly. 10/10 would recommend.","05 Aug 2020","","","Verified Purchase","Ashley N.","5.0","Nintendo Switch 32GB Console Video Games w/ 32GB Memory Card | Neon Red/Neon Blue Joy-Con | 1080p Resolution | 802.11ac WiFi | HDMI | Surround Sound | IR Motion Camera","https://www.amazon.com/Nintendo-Console-Resolution-802-11ac-Surround/product-reviews/B07RGFF98S/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews
"
